ego prestige,ego citations,relational prestige,relational citations,avg review score
99,3,"[201, 99, 101, 99]","[79, 4, 26, 3]",0.48148148148148145
201,0,[201],[6284],0.3333333333333333
201,6284,[201],[0],0.3333333333333333
40,149,[],[],0.3703703703703704
11,1,[11],[1649],0.3703703703703704
201,33,"[201, 401, 401, 201, 201]","[2483, 1879, 0, 13588, 2002]",0.25925925925925924
401,0,"[201, 401, 201, 201, 201]","[2483, 1879, 33, 13588, 2002]",0.25925925925925924
201,13588,"[201, 401, 201, 401, 201]","[2483, 1879, 33, 0, 2002]",0.25925925925925924
6,6,"[4, 4, 201]","[18208, 115, 17879]",0.6296296296296297
4,115,"[201, 101, 99, 6, 4, 201]","[382, 409, 4898, 6, 18208, 17879]",0.6296296296296297
201,17879,"[201, 4, 101, 99, 6, 4]","[382, 115, 409, 4898, 6, 18208]",0.6296296296296297
99,27,"[201, 99, 99]","[5580, 0, 355]",0.3333333333333333
99,0,"[201, 99, 99]","[5580, 27, 355]",0.3333333333333333
99,355,"[201, 99, 99]","[5580, 0, 27]",0.3333333333333333
201,5580,"[99, 99, 99]","[0, 27, 355]",0.3333333333333333
99,28,"[99, 99]","[1469, 1155]",0.5259259259259258
99,1469,"[99, 99]","[28, 1155]",0.5259259259259258
99,1155,"[99, 99]","[1469, 28]",0.5259259259259258
99,0,"[99, 85, 101, 99, 99]","[0, 301, 6710, 4021, 36]",0.40740740740740744
500,0,[401],[320],0.3333333333333333
401,320,[500],[0],0.3333333333333333
500,0,[99],[133],0.4444444444444444
99,133,"[151, 99, 99, 500]","[10, 4, 265, 0]",0.38888888888888884
401,3,"[401, 401]","[1398, 1169]",0.5359477124183007
401,1169,"[401, 401]","[3, 1398]",0.5359477124183007
401,1398,"[401, 401]","[3, 1169]",0.5359477124183007
99,95,[],[],0.4148148148148148
5,1,"[5, 500]","[523, 0]",0.38888888888888884
500,0,"[5, 5]","[1, 523]",0.38888888888888884
5,523,"[5, 500]","[1, 0]",0.38888888888888884
99,13,"[301, 5, 301, 54, 301, 500, 99, 101, 301]","[567, 3033, 867, 209, 512, 0, 24, 14558, 9]",0.5777777777777778
54,209,"[401, 5, 5, 13, 99, 2, 2, 99, 5, 500, 99, 1, 99, 500, 25, 10, 2, 99]","[1146, 3033, 1502, 84, 13, 1509, 203, 3249, 1502, 0, 4132, 592, 24, 0, 26, 148, 1617, 455]",0.5154320987654322
5,3033,"[99, 99, 99, 2, 5, 99, 101, 151, 93, 99, 26, 99, 2, 500, 57, 13, 101, 54, 99, 25, 99, 4, 4, 2, 13, 5, 99, 99]","[246, 22, 13, 203, 1247, 4132, 230, 844, 12451, 32, 132, 153, 30497, 0, 7567, 1625, 48, 209, 2768, 26, 455, 47, 8201, 124, 84, 4354, 988, 24]",0.5555555555555555
99,24,"[301, 5, 301, 99, 54, 301, 500, 99, 99, 101, 301]","[567, 3033, 867, 13, 209, 512, 0, 4132, 3249, 14558, 9]",0.5263157894736842
4,2,"[4, 4]","[11015, 19]",0.5185185185185185
4,19,"[4, 4]","[2, 11015]",0.5185185185185185
4,11015,"[27, 4, 4, 4]","[1879, 2, 19, 19]",0.5185185185185185
99,13,"[101, 99, 500, 401]","[462, 853, 0, 441]",0.48148148148148145
401,441,"[101, 99, 500, 99]","[462, 853, 0, 13]",0.48148148148148145
500,0,"[401, 99]","[441, 13]",0.4444444444444444
500,0,"[101, 99]","[6710, 36]",0.3333333333333333
101,404,"[401, 7, 16]","[972, 427, 732]",0.4074074074074074
7,427,"[401, 500, 101, 99, 99, 99, 16]","[972, 0, 404, 582, 12, 34, 732]",0.46666666666666656
16,732,"[101, 401, 7]","[404, 972, 427]",0.4074074074074074
401,972,"[101, 7, 16]","[404, 427, 732]",0.4074074074074074
101,363,"[1, 1, 99, 99, 1, 1]","[18, 162, 30, 0, 1799, 1837]",0.5740740740740741
99,0,"[1, 99, 101]","[1837, 30, 363]",0.48148148148148145
99,30,"[1, 99, 101]","[1837, 0, 363]",0.48148148148148145
1,1837,"[99, 99, 101]","[30, 0, 363]",0.48148148148148145
99,2,[1],[566],0.5925925925925927
1,566,[99],[2],0.5925925925925927
151,3396,"[151, 99, 99, 151, 101, 99, 99]","[6012, 196, 10126, 4, 673, 3, 365]",0.5185185185185186
101,673,"[151, 500]","[3396, 0]",0.6296296296296295
101,297,"[99, 101, 101]","[11, 5555, 77767]",0.46031746031746035
6,49,"[25, 50, 101, 1, 25, 25, 99, 25]","[244, 24, 12087, 21690, 1313, 6981, 12, 128]",0.6360153256704981
13,6,"[13, 99, 13]","[0, 0, 17001]",0.40740740740740744
99,0,"[13, 13, 101, 13, 101, 13, 101, 13, 151]","[337, 0, 1772, 6, 3155, 8718, 6230, 17001, 6880]",0.5555555555555556
13,0,"[13, 99, 13]","[6, 0, 17001]",0.40740740740740744
13,17001,"[13, 101, 13, 13, 99]","[0, 39, 6, 224, 0]",0.6148148148148148
7,796,"[2, 99]","[948, 9]",0.2962962962962962
2,948,"[7, 99]","[796, 9]",0.2962962962962962
99,9,"[7, 2]","[796, 948]",0.3703703703703703
99,2,"[49, 99]","[599, 431]",0.5925925925925927
49,599,"[99, 99]","[431, 2]",0.5925925925925927
99,431,"[49, 99]","[599, 2]",0.5925925925925927
201,2668,"[151, 29, 29, 29, 29]","[15997, 56930, 3133, 56598, 12950]",0.6111111111111112
29,12950,"[151, 29, 29, 29, 201]","[15997, 56930, 3133, 56598, 2668]",0.6111111111111112
151,15997,"[29, 29, 29, 29, 201]","[56930, 3133, 56598, 12950, 2668]",0.6111111111111112
29,56598,"[151, 29, 29, 29, 201]","[15997, 56930, 3133, 12950, 2668]",0.6111111111111112
29,3133,"[151, 29, 61, 29, 29, 61, 61, 201]","[15997, 56930, 88, 56598, 12950, 114, 25431, 2668]",0.4444444444444445
29,56930,"[151, 29, 500, 29, 29, 29, 29, 29, 29, 99, 29, 29, 201]","[15997, 7308, 0, 3020, 3133, 163, 56598, 12950, 1123, 2590, 20, 10, 2668]",0.6388888888888888
99,0,[151],[2275],0.48148148148148145
151,2275,[99],[0],0.48148148148148145
401,4,[99],[1172],0.5555555555555556
99,1172,[401],[4],0.5555555555555556
99,7,"[1, 2, 2, 1]","[566, 277, 1509, 36]",0.48148148148148145
2,277,"[1, 2, 1, 99]","[566, 1509, 36, 7]",0.48148148148148145
1,36,"[1, 2, 2, 99]","[566, 277, 1509, 7]",0.48148148148148145
1,566,"[99, 2, 2, 99, 1, 99]","[160, 1509, 277, 0, 36, 7]",0.5407407407407407
2,1509,"[1, 13, 2, 13, 54, 2, 5, 2, 2, 1, 1, 99]","[566, 84, 188, 36525, 209, 728, 1502, 188, 277, 36, 592, 7]",0.5
25,3,[25],[0],0.48148148148148145
25,0,[25],[3],0.48148148148148145
16,716,"[14, 16]","[57, 116]",0.2222222222222222
16,116,"[16, 14]","[716, 57]",0.2222222222222222
14,57,"[16, 16]","[716, 116]",0.2222222222222222
201,12714,"[151, 61, 201, 99]","[35233, 267, 22, 10]",0.5555555555555556
201,22,"[151, 201, 61, 99]","[35233, 12714, 267, 10]",0.5555555555555556
61,267,"[151, 201, 201, 99]","[35233, 12714, 22, 10]",0.5555555555555556
99,10,"[99, 61, 201, 201, 99, 151, 61, 401, 201, 27]","[246, 932, 22, 6744, 1315, 35233, 267, 4409, 12714, 10456]",0.4732510288065844
151,35233,"[201, 301, 151, 99, 61, 201, 301, 201, 201]","[22, 5070, 752, 10, 267, 812, 4455, 12714, 7]",0.6
93,213,"[5, 201, 99]","[48334, 32, 244]",0.5555555555555556
99,244,"[301, 99, 5, 201, 93]","[4046, 1310, 48334, 32, 213]",0.37777777777777766
201,32,"[99, 101, 5, 99, 93, 99, 101]","[133, 2014, 48334, 244, 213, 33, 178]",0.5138888888888888
401,267,"[151, 151]","[476, 698]",0.6296296296296297
151,698,"[401, 151, 99]","[267, 476, 513]",0.5694444444444444
151,476,"[401, 151]","[267, 698]",0.6296296296296297
101,20,"[101, 101, 101, 101, 201, 101, 500, False, 101, 64, 101, 201, 101]","[14638, 47, 10, 65, 1967, 10, 0, 0, 37, 148, 568, 1967, 5138]",0.46031746031746035
201,1967,"[101, 101, 101, 101, 64, 403]","[14638, 4, 147, 20, 51, 915]",0.48888888888888893
84,35,[84],[382],0.5555555555555555
11,3,"[500, 500, 101, 11]","[0, 0, 95, 1649]",0.16666666666666666
500,0,"[11, 500, 101, 11]","[1649, 0, 95, 3]",0.16666666666666666
99,513,[151],[698],0.5333333333333334
201,58,"[101, 101, 101, 101, 99, 101]","[613, 568, 65, 10, 1078, 77767]",0.5925925925925927
101,65,"[101, 101, 99, 101, 151, 99, 201, 101, 101, 101, 500, 99, 101, 99, 101, 1]","[12, 10, 116, 29, 5823, 804, 58, 23, 613, 568, 0, 1064, 10, 1078, 77767, 289]",0.4583333333333333
500,0,"[5, 5]","[6828, 31]",0.40740740740740744
5,6828,"[500, 5]","[0, 31]",0.40740740740740744
500,0,"[151, 401]","[72, 2]",0.40740740740740744
401,2,"[500, 151]","[0, 72]",0.4074074074074074
151,72,"[500, 401]","[0, 2]",0.40740740740740744
4,51,"[4, 4, 4, 4, 4, 4]","[8201, 3413, 20, 11, 105, 920]",0.8333333333333333
4,920,"[4, 4, 4, 4, 4, 4]","[51, 8201, 3413, 20, 11, 105]",0.8333333333333333
4,11,"[4, 4, 4, 4, 4, 4]","[51, 8201, 3413, 20, 105, 920]",0.8333333333333333
4,20,"[4, 4, 4, 4, 4, 4]","[51, 8201, 3413, 11, 105, 920]",0.8333333333333333
4,105,"[4, 4, 4, 4, 4, 4]","[51, 8201, 3413, 20, 11, 920]",0.8333333333333333
151,16,"[151, 151]","[471, 8747]",0.4444444444444444
151,8747,"[151, 151]","[471, 16]",0.4444444444444444
151,471,"[151, 151, 151, 151]","[6179, 8747, 16, 5162]",0.4444444444444444
61,1146,"[61, 61, 61, 61]","[1145, 170, 2264, 0]",0.5370370370370371
61,1145,"[61, 61]","[1146, 0]",0.5555555555555556
500,0,[],[],0.3333333333333333
5,23,"[7, 99]","[427, 32]",0.3253968253968254
99,32,"[5, 7]","[23, 427]",0.3253968253968254
7,427,"[5, 99]","[23, 32]",0.3253968253968254
4,840,"[4, 25, 101, 4, 99, 61, 25, 61]","[8201, 50207, 128, 24, 29, 164, 90, 180]",0.6243386243386243
500,0,[],[],0.25925925925925924
99,143,"[99, 99, 99]","[2, 14, 706]",0.5925925925925926
99,2,"[99, 99, 99]","[143, 14, 706]",0.5925925925925926
99,14,"[99, 99, 99]","[143, 2, 706]",0.5925925925925926
99,706,"[99, 99, 99]","[143, 2, 14]",0.5925925925925926
4,29,"[4, 4, 4, 4]","[11274, 17328, 39932, 3413]",0.6666666666666666
4,17328,"[4, 4, 201, 73, 4, 4, 1, 4, 4, 4]","[3413, 2756, 382, 5707, 11274, 1368, 5879, 39932, 29, 661]",0.6222222222222222
99,326,"[99, 99, 8, 99]","[0, 0, 716, 225]",0.5185185185185186
99,225,"[99, 8, 6, 99, 25]","[8, 716, 1797, 326, 5067]",0.54320987654321
8,716,"[25, 99, 99, 99]","[5067, 8, 225, 326]",0.5714285714285714
101,50,[101],[3317],0.6666666666666666
101,3317,"[201, 101, 99]","[5844, 50, 1]",0.611111111111111
14,2,"[99, 101]","[43, 16801]",0.48148148148148145
99,43,"[14, 101]","[2, 16801]",0.48148148148148145
101,16801,"[4, 14, 50, 99, 4, 4]","[70, 2, 1638, 43, 2521, 18208]",0.40350877192982454
500,0,[26],[67],0.5
26,67,[500],[0],0.5
2,16,"[2, 15, 2, 2]","[3997, 1204, 2, 5]",0.7777777777777778
2,5,"[2, 15, 2, 2]","[3997, 1204, 16, 2]",0.7777777777777778
2,2,"[2, 15, 2, 2]","[3997, 1204, 16, 5]",0.7777777777777778
15,1204,"[2, 2, 2, 2]","[3997, 2, 16, 5]",0.7777777777777778
2,3997,"[15, 2, 2, 2]","[1204, 2, 16, 5]",0.7777777777777778
500,0,"[301, 52, 201, 201]","[2088, 2, 2418, 576]",0.4444444444444444
201,2418,"[301, 52, 500, 201]","[2088, 2, 0, 576]",0.4444444444444444
201,576,"[301, 52, 500, 201]","[2088, 2, 0, 2418]",0.4444444444444444
52,2,"[301, 500, 201, 201]","[2088, 0, 2418, 576]",0.4444444444444444
301,2088,"[52, 500, 201, 201]","[2, 0, 2418, 576]",0.4444444444444444
151,27,"[11, 500, 101]","[1649, 0, 95]",0.3703703703703704
201,73,"[201, 201, 201]","[202, 2790, 109]",0.2777777777777778
201,202,"[201, 201, 201]","[109, 2790, 73]",0.2777777777777778
201,2790,"[201, 201, 201]","[109, 202, 73]",0.2777777777777778
201,109,"[201, 201, 201]","[202, 2790, 73]",0.2777777777777778
25,41,"[25, 25, 25, 25, 25, 25]","[11855, 65, 0, 307, 42, 5]",0.5925925925925927
25,5,"[25, 25, 25, 25, 25, 25]","[11855, 65, 0, 307, 41, 42]",0.5925925925925927
25,0,"[25, 25, 25, 25, 25, 25]","[11855, 65, 307, 41, 42, 5]",0.5925925925925927
25,42,"[25, 25, 25, 25, 25, 25]","[11855, 65, 0, 307, 41, 5]",0.5925925925925927
25,307,"[25, 25, 25, 25, 25, 25]","[11855, 65, 0, 41, 42, 5]",0.5925925925925927
25,65,"[25, 25, 25, 25, 25, 25]","[11855, 0, 307, 41, 42, 5]",0.5925925925925927
25,11855,"[25, 25, 25, 25, 25, 25, 25, 25]","[1075, 65, 0, 307, 8, 41, 42, 5]",0.6444444444444445
500,0,"[15, 50, 33, 33]","[993, 1303, 3106, 83]",0.40740740740740744
15,993,"[33, 50, 500, 33]","[83, 1303, 0, 3106]",0.40740740740740744
33,3106,"[15, 49, 99, 33, 50, 500]","[993, 6, 2, 83, 1303, 0]",0.5032679738562091
33,83,"[15, 50, 500, 33]","[993, 1303, 0, 3106]",0.40740740740740744
50,1303,"[15, 49, 99, 33, 500, 33]","[993, 6, 2, 83, 0, 3106]",0.5032679738562091
151,370,"[151, 151]","[3563, 51]",0.6296296296296297
151,51,"[151, 151]","[3563, 370]",0.6296296296296297
151,3563,"[151, 151]","[51, 370]",0.6296296296296297
1,15,"[10, 101, 101, 99, 99, 101]","[16844, 14638, 1307, 52, 1, 24]",0.5370370370370371
99,1,"[10, 101, 1]","[16844, 1307, 15]",0.5555555555555555
10,16844,"[99, 101, 1]","[1, 1307, 15]",0.5555555555555555
101,1307,"[10, 99, 99, 101, 1, 5, 101, 99, 5, 40, 99, 500, 99]","[16844, 19, 0, 14638, 15, 284, 24, 52, 815, 244, 1, 0, 0]",0.5740740740740741
61,122,"[61, 32]","[23045, 838]",0.4444444444444444
32,838,"[61, 61]","[23045, 122]",0.4444444444444444
61,23045,"[61, 32]","[122, 838]",0.4444444444444444
99,14,"[99, 2, 101, 2]","[97, 707, 7515, 203]",0.6666666666666666
99,97,"[500, 99, 27, 2, 2, 27, 101, 99]","[0, 14, 46, 707, 203, 5277, 7515, 83]",0.48148148148148145
2,707,"[99, 101, 2, 99]","[97, 7515, 203, 14]",0.6666666666666666
101,7515,"[99, 99, 2, 2, 12, 99]","[97, 14, 707, 203, 9896, 153]",0.5882352941176472
401,13,"[151, 401]","[2649, 2280]",0.25925925925925924
151,2649,"[401, 401]","[13, 2280]",0.25925925925925924
401,2280,"[151, 401]","[2649, 13]",0.25925925925925924
10,148,"[401, 5, 10, 54, 2, 61, 10, 10, 61]","[1146, 1502, 1912, 209, 1617, 10841, 404, 33, 180]",0.6111111111111112
10,33,"[10, 61, 10, 10, 61]","[1912, 10841, 148, 404, 180]",0.6296296296296297
61,180,"[4, 25, 10, 101, 4, 61, 10, 10, 25, 10]","[8201, 50207, 1912, 128, 840, 10841, 148, 404, 90, 33]",0.7037037037037036
10,404,"[99, 99, 99, 10, 16, 101, 61, 10, 10, 61]","[63, 1, 2088, 1912, 257, 1698, 10841, 148, 33, 180]",0.6419753086419752
61,10841,"[61, 61, 61, 10, 61, 61, 61, 10, 10, 61, 10, 61]","[1146, 61, 2264, 1912, 1055, 979, 219, 148, 404, 25431, 33, 180]",0.6049382716049382
10,1912,"[10, 61, 10, 10, 10, 10, 10, 61]","[75, 10841, 148, 404, 33, 112, 156, 180]",0.5185185185185185
99,0,"[151, 27]","[209, 217]",0.6296296296296297
27,217,"[99, 151]","[0, 209]",0.6296296296296297
151,209,"[99, 27]","[0, 217]",0.6296296296296297
101,89,"[101, 101, 101, 101, 101, 101, 101]","[14638, 2294, 613, 243, 7030, 24, 1]",0.6666666666666666
101,1,"[101, 101, 101, 101]","[613, 243, 7030, 89]",0.6111111111111112
101,243,"[101, 101, 101, 101]","[613, 1, 7030, 89]",0.6111111111111112
101,7030,"[10, 101, 99, 101, 101, 101, 99, 101, 101, 101, 101]","[1848, 60, 0, 613, 3241, 243, 4, 89, 10, 1, 77767]",0.5555555555555556
64,12,"[64, 96, 64, 64, 101, 301, 99]","[33, 91, 53, 3680, 3, 139, 36]",0.3680555555555555
99,36,"[64, 64, 64, 64]","[3680, 33, 12, 53]",0.5555555555555556
64,53,"[64, 99, 64, 64]","[33, 36, 3680, 12]",0.5555555555555556
64,33,"[64, 99, 64, 64]","[3680, 36, 12, 53]",0.5555555555555556
4,708,[],[],0.6666666666666666
99,3,[99],[1165],0.4444444444444444
99,1165,[99],[3],0.4444444444444444
75,538,"[401, 99, 301]","[1668, 71, 12024]",0.5
99,71,"[401, 301, 75]","[1668, 12024, 538]",0.5
301,12024,"[401, 99, 75]","[1668, 71, 538]",0.5
401,1668,"[99, 75, 301]","[71, 538, 12024]",0.5
101,3241,"[61, 101, 101, 10, 5, 101, 99, 201, 99, 101, 101, 10, 64, 2, 101]","[11048, 87, 14638, 158, 424, 463, 37, 2633, 4, 10, 7030, 1848, 3680, 3197, 77767]",0.5490196078431373
5,424,"[61, 10, 10, 201, 101, 101, 10, 10]","[11048, 3036, 158, 2633, 3241, 1305, 1206, 1848]",0.5333333333333333
10,158,"[61, 5, 201, 101, 10]","[11048, 424, 2633, 3241, 1848]",0.6111111111111112
201,2633,"[61, 10, 5, 101, 10]","[11048, 158, 424, 3241, 1848]",0.6111111111111112
61,11048,"[301, 5, 5, 10, 101, 17, 2, 4, 5, 2, 54, 99, 5, 201, 83, 99, 10, 61, 201, 10, 10, 101, 10, 5, 10, 61, 99, 99, 10, 99, 99, 8, 5, 101, 10, 99, 10, 99]","[2284, 8832, 503, 158, 8621, 6393, 2960, 1548, 16, 10821, 1304, 443, 424, 2633, 923, 203, 21, 92, 7668, 1737, 57, 3241, 66, 95, 921, 511, 35, 5701, 52, 10, 4996, 8, 113, 979, 17219, 278, 1848, 14]",0.5570175438596492
10,1848,"[61, 201, 10, 10, 101, 61, 10, 5, 201, 101, 5, 99, 99, 101, 61, 101, 101, 10]","[11048, 7668, 518, 3036, 9332, 3879, 158, 424, 2633, 3241, 113, 203, 4, 7030, 744, 10, 77767, 485]",0.5625
31,868,"[99, 31, 13, 31, 99, 31]","[12, 0, 2256, 43, 6, 13326]",0.5952380952380952
31,0,"[31, 31, 31]","[13326, 43, 868]",0.38888888888888884
31,43,"[31, 31, 31]","[0, 13326, 868]",0.38888888888888884
31,13326,"[31, 99, 31, 31, 31, 31]","[288, 106, 420, 0, 43, 868]",0.42222222222222217
201,11661,"[101, 99]","[77767, 54]",0.6296296296296297
99,54,"[101, 201]","[77767, 11661]",0.6296296296296297
151,6179,"[151, 151]","[471, 5162]",0.4444444444444444
151,5162,"[151, 151]","[6179, 471]",0.4444444444444444
301,2,"[99, 101]","[38, 2925]",0.5925925925925926
101,2925,"[99, 301]","[38, 2]",0.5925925925925926
99,38,"[101, 301]","[2925, 2]",0.5925925925925926
99,99,"[6, 29, 101]","[6669, 21514, 237]",0.4444444444444444
6,6669,"[29, 99, 101]","[21514, 99, 237]",0.4444444444444444
101,237,"[6, 99, 29]","[6669, 99, 21514]",0.4444444444444444
29,21514,"[6, 99, 101]","[6669, 99, 237]",0.4444444444444444
99,4,[151],[262],0.40740740740740744
151,262,[99],[4],0.40740740740740744
500,0,[],[],0.3703703703703704
4,49,"[4, 99]","[6953, 20]",0.6296296296296297
99,20,"[50, 101, 500, 4, 301, 83, 4, 14, 2, 99, 301, 201, 99, 101, 101, 99, 99, 4]","[508, 2964, 0, 161, 109, 2720, 6953, 1000, 478, 135, 483, 3672, 0, 781, 12173, 92, 8, 49]",0.5959595959595959
4,6953,"[4, 4, 99, 2, 4, 4, 4, 2, 4]","[3413, 2726, 20, 18844, 49, 801, 487, 1853, 49]",0.5246913580246912
99,3,"[99, 99]","[112, 106]",0.3333333333333333
99,112,"[99, 99]","[106, 3]",0.3333333333333333
99,106,"[99, 99]","[112, 3]",0.3333333333333333
14,297,"[14, 14, 61]","[3828, 469, 189]",0.6222222222222222
14,3828,"[14, 61, 14, 101, 14, 14, 101, 14, 61, 14]","[0, 189, 469, 435, 0, 297, 1679, 9017, 189, 654]",0.5679012345679013
14,469,"[14, 14]","[297, 3828]",0.6296296296296297
201,5,"[201, 201, 201]","[3883, 43, 22917]",0.6111111111111112
201,22917,"[201, 201, 201]","[3883, 5, 43]",0.6111111111111112
201,43,"[201, 201, 201]","[5, 3883, 22917]",0.6111111111111112
201,3883,"[201, 201, 201]","[5, 43, 22917]",0.6111111111111112
33,1179,"[7, 201, 50]","[1546, 2163, 27]",0.6666666666666666
7,1546,"[33, 201, 500, 50, 99, 7, 99, 99, 7, 7]","[1179, 2163, 0, 27, 244, 1486, 18, 1032, 73, 226]",0.5634920634920634
500,0,[],[],0.2592592592592593
99,257,"[83, 500, 16]","[923, 0, 2248]",0.6666666666666666
500,0,"[83, 16, 99]","[923, 2248, 257]",0.6666666666666666
16,2248,"[83, 500, 99]","[923, 0, 257]",0.6666666666666666
83,923,"[61, 99, 5, 500, 16, 99, 99, 10, 101, 61, 61, 99]","[11048, 5701, 8832, 0, 2248, 4996, 257, 57, 979, 511, 92, 35]",0.5833333333333334
101,204,"[101, 101, 101]","[1848, 627, 6]",0.4183006535947712
101,6,"[101, 101, 101]","[204, 1848, 627]",0.4148148148148148
101,627,"[101, 101, 101]","[204, 1848, 6]",0.4183006535947712
101,1848,"[101, 500, 101, 99, 101, 101, 101, 101]","[204, 0, 6, 10, 4, 3, 28, 627]",0.47147147147147145
500,0,"[301, 301]","[452, 0]",0.4074074074074074
301,0,"[99, 500, 301]","[1281, 0, 452]",0.4296296296296296
301,452,"[99, 500, 301]","[1281, 0, 0]",0.4296296296296296
301,383,"[500, 151, 151, 90]","[0, 2789, 2513, 551]",0.4814814814814814
500,0,"[90, 301, 151, 151]","[551, 383, 2513, 2789]",0.4814814814814814
90,551,"[500, 301, 151, 151]","[0, 383, 2513, 2789]",0.4814814814814814
151,2789,"[500, 301, 151, 90]","[0, 383, 2513, 551]",0.4814814814814814
151,2513,"[500, 301, 151, 90]","[0, 383, 2789, 551]",0.4814814814814814
27,0,"[301, 500, 27, 27, 27]","[19, 0, 0, 0, 6729]",0.5111111111111111
27,0,"[27, 27, 301, 27]","[0, 6729, 19, 0]",0.5555555555555556
27,0,"[301, 27, 500, 27, 27]","[19, 0, 0, 0, 6729]",0.5111111111111111
301,19,"[27, 500, 27, 27, 27]","[0, 0, 0, 0, 6729]",0.5111111111111111
27,6729,"[301, 27, 500, 27, 27]","[19, 0, 0, 0, 0]",0.5111111111111111
14,0,"[301, 14]","[18, 809]",0.3333333333333333
301,18,"[14, 14]","[0, 809]",0.3333333333333333
14,809,"[14, 301]","[0, 18]",0.3333333333333333
99,146,"[401, 201, 201, 101, 401]","[2, 986, 2884, 3811, 897]",0.4444444444444444
201,2884,"[401, 201, 101, 401, 99]","[2, 986, 3811, 897, 146]",0.4444444444444444
101,3811,"[401, 201, 201, 401, 99]","[2, 986, 2884, 897, 146]",0.4444444444444444
401,897,"[401, 201, 201, 101, 99]","[2, 986, 2884, 3811, 146]",0.4444444444444444
201,986,"[401, 201, 101, 401, 99]","[2, 2884, 3811, 897, 146]",0.4444444444444444
99,16,"[99, 99, 99, 101]","[8, 0, 36, 6710]",0.3333333333333333
99,0,"[99, 101, 99, 99]","[8, 6710, 36, 16]",0.3333333333333333
99,8,"[99, 99, 101, 99]","[0, 36, 6710, 16]",0.3333333333333333
99,0,"[99, 99]","[321, 522]",0.5185185185185186
99,321,"[61, 99, 99, 101, 99]","[335, 522, 2256, 23596, 0]",0.5370370370370371
99,522,"[61, 99, 99, 101, 99]","[335, 321, 2256, 23596, 0]",0.5370370370370371
301,139,"[101, 64, 96, 99]","[3, 12, 91, 491]",0.4572649572649572
96,91,"[101, 64, 301]","[3, 12, 139]",0.3412698412698413
101,3,"[64, 96, 301]","[12, 91, 139]",0.3412698412698413
201,9,"[201, 101]","[38, 27839]",0.5185185185185185
201,38,"[101, 201]","[27839, 9]",0.5185185185185185
101,27839,"[201, 201]","[38, 9]",0.5185185185185185
99,219,"[99, 13, 99]","[6, 2256, 12]",0.6666666666666666
99,6,"[13, 99, 99]","[2256, 12, 219]",0.6666666666666666
99,12,"[99, 13, 99, 99, 31]","[219, 2256, 6, 6, 868]",0.637037037037037
13,2256,"[99, 99, 13, 5, 99, 99, 31]","[12, 219, 84, 1502, 6, 6, 868]",0.6013071895424836
500,0,[25],[1075],0.5111111111111111
61,114,"[401, 99, 61, 29, 77, 61, 61, 25]","[2859, 3336, 88, 3133, 1638, 0, 25431, 0]",0.5185185185185185
25,0,"[401, 99, 77, 61, 61, 61]","[2859, 3336, 1638, 114, 0, 25431]",0.6111111111111112
99,3336,"[401, 77, 61, 61, 61, 25]","[2859, 1638, 114, 0, 25431, 0]",0.6111111111111112
77,1638,"[401, 99, 61, 61, 25]","[2859, 3336, 114, 25431, 0]",0.7037037037037037
401,2859,"[99, 77, 61, 61, 25]","[3336, 1638, 114, 25431, 0]",0.7037037037037037
14,1369,"[99, 10, 402, 99, 101, 99]","[1697, 12226, 3354, 1, 2152, 226]",0.5185185185185186
99,1,"[99, 14, 402, 10, 101, 99]","[1697, 1369, 3354, 12226, 2152, 226]",0.5185185185185186
402,3354,"[99, 14, 10, 99, 101, 99]","[1697, 1369, 12226, 1, 2152, 226]",0.5185185185185186
99,226,"[99, 14, 402, 10, 99, 101]","[1697, 1369, 3354, 12226, 1, 2152]",0.5185185185185186
101,2152,"[10, 99, 10, 101, 25, 99, 61, 4, 99, 99, 99, 27, 151, 4, 99, 101, 99, 99, 27, 14, 402, 101, 2, 99, 99, 10, 99, 99]","[5511, 1697, 12226, 888, 350, 28, 2277, 242, 14, 90, 845, 14891, 180, 9920, 971, 8060, 3575, 84, 372, 1369, 3354, 888, 7566, 1, 97, 804, 474, 226]",0.6366366366366367
99,1697,"[15, 10, 27, 10, 10, 5, 10, 99, 101, 61, 101, 5, 99, 99, 4, 75, 99, 500, 27, 99, 99, 101, 151, 201, 54, 25, 99, 4, 10, 10, 10, 25, 15, 99, 10, 8, 14, 402, 61, 99, 2, 101, 101, 99, 99, 32, 99]","[1156, 5511, 46, 12226, 5511, 121, 96, 116, 888, 2277, 2152, 3372, 1706, 113, 242, 32, 9, 0, 14891, 8519, 31, 127, 180, 860, 188, 4765, 18, 9920, 75, 12226, 14062, 3988, 1491, 103, 2927, 306, 1369, 3354, 3257, 1, 682, 810, 6, 203, 237, 1026, 226]",0.5720164609053497
10,12226,"[99, 14, 402, 99, 101, 99]","[1697, 1369, 3354, 1, 2152, 226]",0.5185185185185186
27,4,"[99, 201, 99]","[67, 1655, 242]",0.6666666666666666
99,242,"[27, 201, 99]","[4, 1655, 67]",0.6666666666666666
99,67,"[27, 201, 99]","[4, 1655, 242]",0.6666666666666666
201,1655,"[27, 99, 99]","[4, 67, 242]",0.6666666666666666
12,217,"[2, 2]","[2416, 62]",0.40740740740740744
2,62,"[12, 2]","[217, 2416]",0.40740740740740744
2,2416,"[12, 2]","[217, 62]",0.40740740740740744
